label,n,sharpe_d,sharpe_m,payoff,ev_pct,maxdd_pct,green_mo_pct,win_rate_pct
honest_1520_NIFTY1m_window,76,1.701174369311903,1.708552183893856,1.4209714664989999,0.24786650524628134,-4.65023151352918,50.0,48.68421052631579
honest_1520_sector_window,22,1.7689367045353903,1.9401279323531984,1.56160316657228,0.05059561722383875,-3.333922023215452,50.0,40.909090909090914
r40lookahead_1530_NIFTY1m_window,84,1.357411323635692,1.2273276041644459,1.4485752836290333,0.11127116418644545,-6.069885268508202,50.0,44.047619047619044
r40lookahead_1530_sector_window,25,1.4568014574630024,1.2648171067969722,1.735476359906168,-0.136179203189219,-3.360571706995452,50.0,32.0
